ocm_id,title,city,state,lat,lon,status,status_title,num_points,date_last_update,usage_cost,connections,power_kw_max,network
141178,Southside Park,Sacramento,CA,38.567526,-121.504937,,,6.0,2023-11-19T19:10:00Z,,,175.0,
278104,Harbor Oaks Luxury Apartments,Sacramento,CA,38.60628,-121.51583,,,,2025-06-24T07:26:00Z,,,3.7,
244960,CCC CCCSTATION9,Sacramento,CA,38.620633,-121.522881,,,,2025-06-24T07:26:00Z,,,3.7,
244913,Embassy Suites - Sacramento,Sacramento,CA,38.579593,-121.506825,,,,2025-06-24T07:26:00Z,,,3.7,
124473,CCC,Sacramento,CA,38.6211868,-121.5224373,,,,2019-12-24T09:15:00Z,,,3.0,
342783,CCC STATION 2,Sacramento,CA,38.621187,-121.522437,,,,2025-06-24T07:26:00Z,,,3.7,
124461,SACRAMENTO,Sacramento,CA,38.580613,-121.506443,,,,2019-12-24T09:15:00Z,,,3.0,
342587,SACRAMENTO TBG-5,Sacramento,CA,38.580547,-121.50634,,,,2025-06-24T07:26:00Z,,,3.7,
342590,SACRAMENTO TBG-2,Sacramento,CA,38.580845,-121.5062,,,,2025-06-24T07:26:00Z,,,3.7,
342592,SACRAMENTO TBG-1,Sacramento,CA,38.580887,-121.506195,,,,2025-06-24T07:26:00Z,,,3.7,
